Manga Title,Tag Name
From Old Country Bumpkin to Master Swordsman (Webtoon Version),"Action, Long Strip, Comedy, Adventure, Magic, Drama, Fantasy, Adaptation, Full Color"
she is beautiful,"Sci-Fi, Time Travel, Action, Psychological, Adventure, Girls' Love, Drama, Mystery"
Sweet Heat!,"Action, Romance, Comedy, Martial Arts, Girls' Love"
Bias,"Long Strip, Romance, Boys' Love, Drama, Web Comic, Music, Full Color"
The Misdeeds of an Extremely Arrogant Villain Aristocrat,"Reincarnation, Action, Adventure, Magic, Isekai, School Life, Fantasy, Adaptation"
Daughter of a Superstar,"Long Strip, Drama, Slice of Life, Full Color"
Gal & Hamu-chan,"Oneshot, Girls' Love, School Life, Gyaru"
"Because of Four Moms, My Rom-Com's Turning into a Mom-Com","Comedy, Harem, Slice of Life, Supernatural"
Chili Dragon Shin,"Monsters, Animals, Comedy, Fantasy, Monster Girls"
Reincarnated as a Dragon Hatchling,"Reincarnation, Monsters, Action, Comedy, Adventure, Magic, Isekai, Drama, Fantasy, Adaptation"
Bailin & Li Yun,"Long Strip, Romance, Comedy, Boys' Love, Fantasy, Full Color"
Sister Line of Musashino,Comedy
"Even If You Can’t Say It, I Understand","Romance, Comedy, Boys' Love, School Life, Web Comic, Slice of Life"
"A reincarnated magician, banished for being incompetent, pursues magic at his own pace.","Magic, Fantasy, Adaptation"
The Twin Siblings' New Life,"Reincarnation, Romance, Comedy, Magic, Isekai, Fantasy, Web Comic, Adaptation, Full Color"
Ronin Warriors,"Action, Comedy, Samurai, Adventure, Drama, School Life"
Call the Name of the Night,"Medical, Fantasy, Slice of Life"
Youjo Life!,"Genderswap, Comedy, 4-Koma, School Life, Slice of Life, Supernatural"
CITY,"Demons, Comedy, Sports, Office Workers, Drama, School Life, Delinquents, Slice of Life"
"Once the Hero, Now a Skeleton","Reincarnation, Monsters, Action, Demons, Comedy, Adventure, Magic, Fantasy, Adaptation"
Evolution From the Big Tree,"Reincarnation, Monsters, Action, Long Strip, Video Games, Magic, Isekai, Drama, Fantasy, Web Comic, Supernatural, Adaptation, Full Color"
Devouring Race,"Monsters, Action, Survival, Gore, Horror"
A glimpse into Jianghu,"Historical, Action, Drama, Fantasy"
"The Villainess Who Traveled Back in Time Inexplicably Lost Her Magic, so She Went Into Seclusion: The Story of the Saintess Anna","Reincarnation, Time Travel, Magic, Isekai, Fantasy, Villainess, Adaptation"
I Want to Become a Dog,"Thriller, Monsters, Demons, Romance, Anthology, Crime, Gore, Drama, School Life, Horror, Mystery, Tragedy"
Villain to Kill,"Reincarnation, Action, Long Strip, Magic, Fantasy, Web Comic, Supernatural, Full Color"
"Ochibi-chan from Another World Creates Something Again Today ~ Using the Skill [Imagination Creation] to Aim for Success! ~""","Reincarnation, Comedy, Survival, Adventure, Magic, Isekai, Fantasy, Slice of Life, Cooking, Supernatural, Adaptation"
"The World Will Be Destroyed Tomorrow, so I Want to Rub Your Boobs","Romance, Comedy, School Life, Web Comic"
The Summer You Were There,"Award Winning, Psychological, Romance, Girls' Love, Drama, Medical, School Life, Slice of Life, Tragedy"
Iyashite Otosu,"Romance, Boys' Love, Office Workers"
"So I’m a Spider, So What?","Reincarnation, Monsters, Action, Demons, Comedy, Survival, Adventure, Magic, Isekai, Drama, Fantasy, Monster Girls, Adaptation"
18 / Koi,"Romance, Drama, School Life, Slice of Life"
Detective Akechi in a frenzy.,"Genderswap, Drama, Supernatural, Mystery"
Sekai no Hate wa Shinai,"Romance, Drama"
Do You Believe in Fate?!,"Long Strip, Romance, Drama, School Life, Full Color"
"I Should Have Been Reincarnated as a Supporting Role, but Before I Knew It, I Had Become a Legendary Alchemist","Reincarnation, Action, Romance, Magic, Isekai, Fantasy, Adaptation"
Genesis in Our Hands,"Action, Comedy, Martial Arts, Adventure, Drama, Fantasy, Mystery"
Moon,"Oneshot, Comedy, 4-Koma, Horror, Web Comic"
Mouth,"Oneshot, Comedy, Self-Published, 4-Koma, Web Comic"
Geroi in the Far North,"Historical, Military, Drama"
Haru's Regista,"Sports, Girls' Love, School Life"
Fate Rewinder: All Great Feats Require Time,"Sci-Fi, Time Travel, Action, School Life, Police, Mystery"
My Wife Wants Me Fat!,"Romance, Comedy, Slice of Life, Cooking"
Seirei Gensouki: Another Perspective,"Reincarnation, Romance, Comedy, Magic, Drama, School Life, Fantasy"
TakiRaana,"Romance, Comedy, Girls' Love, Doujinshi, School Life, Slice of Life, Music"
AI Girlfriend,"Oneshot, Horror, Web Comic"
This isn't Erotic at All!,"Psychological, Romance, Comedy, Drama"
Helper Shibeta,"Animals, Survival, Web Comic"
Albus Changes the World,"Time Travel, Monsters, Action, Demons, Comedy, Adventure, Magic, Drama, Fantasy, Tragedy"
The Convenience Store Lady That I've Loved Since Middle School,"Oneshot, Romance, Girls' Love, Web Comic, Slice of Life, Full Color, Gyaru"
Konosuba: God's Blessing on This Wonderful World! - Yuno's Kazumin Valentine's (2018),"Oneshot, Isekai, Doujinshi, Fantasy, Full Color"
The Professor Becomes a Girl,"Genderswap, Web Comic, Full Color"
Tease Me Harder: A Sweet and Kinky Romance,"Romance, Comedy, Sexual Violence"
Debby the Corsifa is Emulous,"Traditional Games, Demons, Comedy, Slice of Life, Supernatural"
The Calling Dragon,"Traditional Games, Psychological, Sports, Mafia, Drama, Mahjong"
The Minami Family,"Comedy, School Life, Slice of Life"
Kurokiya-san wants to lead him around by his nose,"Romance, Comedy, School Life, Slice of Life, Gyaru"
Engaged to the Unidentified,"Romance, Comedy, 4-Koma, Drama, School Life, Slice of Life, Supernatural"
I Don't Know What My Little Sister's Friend Is Thinking,"Romance, Comedy, School Life, Slice of Life"
Strawberry in Soda Water,"Comedy, Girls' Love, 4-Koma, School Life, Slice of Life"
"Help me Relax, Yui-san","Office Workers, Girls' Love, 4-Koma, Slice of Life"
Three Years Apart,"Romance, Comedy, School Life, Slice of Life"
The Sound of Her Voice,"Oneshot, Girls' Love"
Sweet Poison Childhood Friend,"Oneshot, Romance, Comedy, Drama, School Life"
Saint Seiya: Saintia Sho Memories,"Action, Martial Arts, Adventure, Fantasy"
Dumb Husky and His White Cat Shizun,"Reincarnation, Historical, Action, Long Strip, Romance, Boys' Love, Martial Arts, Wuxia, Fantasy, Web Comic, Adaptation, Full Color, Tragedy"
F2P!,"Long Strip, Romance, Comedy, Self-Published, Office Workers, 4-Koma, Web Comic, Slice of Life"
Golden Man,"Action, Romance, Superhero, Mystery"
test,
Life of Pyonko,"Comedy, Self-Published, Fantasy, Monster Girls, Web Comic, Slice of Life, Cooking, Supernatural"
Violence Jack - Advent of the Demon Lord,"Thriller, Reincarnation, Sci-Fi, Genderswap, Monsters, Action, Demons, Psychological, Ghosts, Animals, Ninja, Comedy, Survival, Martial Arts, Samurai, Adventure, Office Workers, Post-Apocalyptic, Sexual Violence, Crossdressing, Military, Philosophical, Gore, Drama, School Life, Horror, Fantasy, Delinquents, Monster Girls, Police, Slice of Life, Supernatural, Mystery, Tragedy"
RED: Living On the Edge,"Historical, Action, Animals, Comedy, Martial Arts, Samurai, Adventure, Crossdressing, Military, Gore, Drama, Supernatural, Tragedy"
"Pure, Just, Beautiful","Oneshot, Ghosts, Fantasy, Supernatural"
JK Modeler's Guide,"School Life, Slice of Life"
Will You Marry Me Because I Quit Being an Idol?,"Romance, Comedy, Sexual Violence"
Tank Knights Fortress,"Sci-Fi, Action, Mecha, Adventure, Video Games"
Deathless,"Comedy, Supernatural"
Girls und Panzer - Saga of Pravda,"Action, School Life, Slice of Life"
The Idolmaster Cinderella Girls - Battle Royale (Doujinshi),"Thriller, Action, Psychological, Survival, Doujinshi, Gore, Web Comic, Tragedy"
December,"Long Strip, Romance, Boys' Love, Sexual Violence, Gore, Drama, Web Comic, Full Color"
Super DB - Dragon Ball AF Magazine,"Action, Martial Arts, Adventure, Doujinshi"
Romcom with the Preamble of Marriage,"Romance, Comedy, Slice of Life, Adaptation"
The Best Ending in the World,"Action, Zombies, Girls' Love, Supernatural"
The Summer Hikaru Died,"Award Winning, Boys' Love, School Life, Horror, Supernatural, Mystery, Tragedy"
Project Yuriforming!,"Comedy, Girls' Love, 4-Koma, School Life, Delinquents, Slice of Life, Aliens"
Mount Celeb Kaneda-san,"Comedy, School Life"
The Legend of Zelda - Skyward Sword,"Oneshot, Action, Adventure, Video Games, Fantasy, Adaptation"
Confession,"Oneshot, Romance, Comedy, School Life, Web Comic"
Subaru the Invincible,"Action, Martial Arts, Drama"
Care for Something Sweet?,"Magic, Isekai, Fantasy, Slice of Life, Cooking, Supernatural, Full Color"
Nozomu Nozomi,"Genderswap, Romance, Comedy, Incest, Crossdressing, Supernatural"
A High School Girl and a Private Teacher,"Romance, Comedy, Slice of Life"
The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,"Reincarnation, Action, Romance, Comedy, Adventure, Magic, Girls' Love, Isekai, Drama, Fantasy, Villainess, Adaptation"
Becoming Her Lover For the Sake of Love,"Romance, Girls' Love, Drama, School Life"
Pokemon: Festival of Kings,"Action, Adventure, Doujinshi, Drama, Fantasy, Tragedy"
"The Plain Salary Man Turned Out to Be a Hero: He was Invincible, Only to Be Exposed on His Niece's Dungeon Stream","Monsters, Action, Adventure, Office Workers, Adaptation"
A Terrified Teacher at Ghoul School!,"Demons, Ghosts, Comedy, School Life, Supernatural"
"BanG Dream! It's MyGO!!!!! Swaying in the Rain, Looking for the Sunshine","Drama, Adaptation, Music"
The Frontier Bathhouse Turns Into a Harem: The Old Mountain Hot Spring with Cheat-Level Powers That Female Adventurers Can't Get Enough Of,"Monsters, Action, Demons, Animals, Romance, Comedy, Martial Arts, Magical Girls, Adventure, Magic, Harem, Fantasy, Monster Girls, Slice of Life"
Project SHaDe,"Action, Psychological, Self-Published, Drama, Horror, Mystery, Tragedy"
From Villainess to Healer: I Know the Cheat to Change My Fate,"Reincarnation, Romance, Comedy, Adventure, Virtual Reality, Video Games, Isekai, Fantasy, Villainess, Slice of Life, Adaptation"
Did I Seriously Just Get Reincarnated as My Gag Character?!,"Reincarnation, Genderswap, Traditional Games, Monsters, Action, Demons, Comedy, Adventure, Video Games, Magic, Girls' Love, Isekai, Fantasy, Supernatural, Adaptation"
Welcome to the Rose Mansion,"Historical, Long Strip, Romance, Drama, Horror, Fantasy, Supernatural, Mystery, Full Color"
Capriccio. My Fave!,"Romance, Comedy, Boys' Love, Girls' Love, School Life, Slice of Life, Gyaru"
Saint Seiya: Rerise of Poseidon,"Action, Adventure, Drama, Fantasy"
The Tale of Outcasts: The Flame Knight,"Action, Animals, Romance, Adventure, Magic, Drama, Fantasy, Supernatural"
Karakuri,"Oneshot, Sci-Fi, Action, Adventure, Military"
Spirit Cat,"Animals, Long Strip, Drama, Fantasy, Supernatural, Full Color"
Jiex: Existential Number 002,"Thriller, Monsters, Action, Demons, Psychological, Romance, Comedy, Crime, Samurai, Self-Published, School Life, Fantasy, Villainess, Delinquents, Slice of Life, Aliens, Mystery, Tragedy"
Maid & Roid wa Ojousama no Oyaku ni Tachitai!,"Sci-Fi, Comedy, Slice of Life"
[ToreUma Warning!] Grown-up Nature-san After Story,"Romance, Comedy, Self-Published, Doujinshi, Slice of Life"
Made in Abyss,"Sci-Fi, Loli, Monsters, Fan Colored, Adventure, Drama, Fantasy, Mystery, Tragedy"
Even a Dog Might Stumble Upon a Princess,"Romance, Comedy, Office Workers, Girls' Love"
Natsume's Book of Friends,"Monsters, Demons, Comedy, Drama, School Life, Slice of Life, Supernatural, Mystery"
What Should We Do Today?,"Romance, Office Workers, Girls' Love, Drama, Slice of Life"
Feeling Sick,"Oneshot, Comedy, Office Workers, 4-Koma, Web Comic"
A Face You Shouldn't Show,"Psychological, Romance, Sexual Violence, Girls' Love, Drama"
"The Sacred Beast Behemoth, Reincarnated as a Human with ≪Ultimate Status≫, Accidentally Steals the Hero's Fiancée (The Princess).","Reincarnation, Monsters, Action, Romance, Comedy, Adventure, Fantasy, Adaptation"
Ben 10: Bloodtrix,"Thriller, Sci-Fi, Monsters, Action, Psychological, Crime, Self-Published, Magic, Doujinshi, Gore, Drama, Horror, Fantasy, Aliens, Supernatural, Mystery"
Parallel Paradise,"Time Travel, Monsters, Adventure, Sexual Violence, Crossdressing, Magic, Harem, Isekai, Gore, Drama, Fantasy, Mystery"
The Tyrant Falls In Love,"Romance, Comedy, Boys' Love, Drama, Slice of Life"
The Abandoned Wife's Rebirth,"Reincarnation, Time Travel, Historical, Action, Long Strip, Romance, Boys' Love, Martial Arts, Wuxia, Drama, Fantasy, Web Comic, Full Color"
Service,"Oneshot, Comedy, 4-Koma, Web Comic"
"JoJo's Bizarre Adventure, Part 1: Phantom Blood - Digital Colored Comics","Official Colored, Historical, Action, Martial Arts, Adventure, Drama, Horror, Vampires, Supernatural, Mystery, Tragedy"
Every Adventure Needs a Weapon! —The Blacksmith Life of Rudy the Obsessed—,"Monsters, Action, Comedy, Adventure, Magic, Fantasy, Slice of Life"
Fire Punch,"Thriller, Action, Survival, Post-Apocalyptic, Sexual Violence, Gore, Fantasy, Supernatural, Mystery, Tragedy"
Night Tide,"Time Travel, Long Strip, Romance, Office Workers, Girls' Love, Web Comic, Adaptation, Full Color"
Childrens Room Dragon,"Comedy, Girls' Love, 4-Koma, School Life, Monster Girls, Slice of Life"
Black Lily Mystery,"Girls' Love, School Life, Mystery"
I Want You to Say I'm Cool!,"Oneshot, Romance, Comedy, School Life, Slice of Life"
Thunder City Royal,"Action, Superhero, Martial Arts, Mafia, Adventure, Self-Published, Fantasy, Delinquents, Web Comic, Slice of Life, Supernatural, Mystery"
I Got a Fake Job at the Academy,"Reincarnation, Action, Long Strip, Comedy, Adventure, Magic, Isekai, Drama, School Life, Fantasy, Web Comic, Supernatural, Mystery, Adaptation, Full Color"
The Manager and the Oblivious Waitress,"Romance, Web Comic, Slice of Life"
Onna no Ko no Ken wo Te ni Ireta,"Genderswap, Romance, Comedy, Fantasy"
Magical Trans!,"Genderswap, Romance, Comedy, Magical Girls, School Life, Slice of Life"
My Girlfriend's Not Here Today,"Award Winning, Psychological, Romance, Girls' Love, Drama, School Life, Slice of Life, Gyaru"
Apocalypse Zero,"Thriller, Sci-Fi, Genderswap, Monsters, Action, Demons, Psychological, Comedy, Incest, Superhero, Martial Arts, Adventure, Office Workers, Post-Apocalyptic, Sexual Violence, Gore, Drama, School Life, Horror, Supernatural"
"Your Majesty the Demon King, it's time you get married!","Demons, Romance, Comedy, Isekai, Fantasy, Slice of Life"
"I’m a “Behemoth,” an S-Ranked Monster, but Mistaken for a Cat, I Live as an Elf Girl’s Pet","Reincarnation, Monsters, Action, Animals, Romance, Comedy, Adventure, Harem, Fantasy, Monster Girls, Adaptation"
Sleepy Barmaid,"Comedy, Drama, Slice of Life"
She is Not Good at Cleaning Every Day,"Romance, Office Workers, Drama, Slice of Life"
The Laid-back Harem Life of a Thirty-something Magician: A Black Company Slave Casually Uses Up His Paid Leave in Another World,"Monsters, Romance, Adventure, Office Workers, Magic, Harem, Isekai, Adaptation"
Qualia the Purple,"Sci-Fi, Psychological, Girls' Love, Gore, Drama, Mystery, Tragedy"
The Urban Legend Files,"Ghosts, Comedy, School Life, Horror, Supernatural"
Life-man,"Romance, Comedy, Superhero, Slice of Life, Cooking"
Moshne Project,"Thriller, Sci-Fi, Drama, Aliens, Supernatural"
"Expelled from an S-Rank Guild: I'm the Only One Who Can Understand Dragons, and Now I'm the Best Dragon Knight","Monsters, Action, Romance, Comedy, Adventure, Magic, Fantasy, Adaptation"
A Story about How My Friend's Big Sister Is Gunning for Me,"Oneshot, Romance, Comedy, Drama, Web Comic, Slice of Life"
Asumi-chan is Interested in Lesbian Brothels!,"Romance, Comedy, Office Workers, Girls' Love, Harem"
Daemons of the Shadow Realm,"Monsters, Action, Military, Gore, Drama, Fantasy, Supernatural, Mystery, Tragedy"
Girl's Heart @ High School Boy,"Genderswap, Romance, Comedy, School Life, Web Comic, Slice of Life"
Shin Mazinger Zero,"Sci-Fi, Time Travel, Monsters, Action, Romance, Comedy, Mecha, Sexual Violence, Gore, Drama, School Life, Fantasy, Supernatural"
Bug Ego,"Action, Comedy, School Life, Supernatural, Mystery"
I Became the Duke’s Male Servant,"Reincarnation, Long Strip, Romance, Crossdressing, Isekai, Drama, Fantasy, Adaptation, Full Color"
Yume ka Utsutsu ka,"Romance, Drama, School Life, Slice of Life"
"Life with My Wife, the Former Idol","Romance, Web Comic, Slice of Life"
Asterism of the Rolling Stars,"Adventure, Post-Apocalyptic, Slice of Life, Mystery"
A Story About a Pet Dog Becoming Human,"Animals, Romance, Comedy, Girls' Love, Web Comic, Slice of Life"
Is it true that Saki-chan has inverted nipples!?,"Oneshot, Incest, Self-Published, Girls' Love, Doujinshi"
Nemu the Corpse Bearer,"Monsters, Action, Adventure, Philosophical, Gore, Drama, Fantasy"
Two First Class Stars,"Romance, Reverse Harem, Web Comic"
"I'm the Lowest Ranking Adventurer, Raising a Heroine","Action, Adventure, Gore, Fantasy, Adaptation"
"You Won't Kill Me This Time, Crown Prince!","Reincarnation, Time Travel, Romance, Magic, Fantasy, Villainess, Adaptation"
My 30 Years with Ampharos,"Video Games, Web Comic, Slice of Life"
"A Girlfriend Was Forced Upon Me, The Forever Loner","Romance, Comedy, Office Workers, Drama, Slice of Life"
